vietnamese,tai_dam,is_augmented
dọc mùng,ꪠꪴ꪿ꪀ ꪎꪷ꪿-ꪮꪮꪀ,False
phang,ꪡꪴ꫁ꪀ,False
"đậu,",ꪡꪴ꫁ꪀ,True
vụt,ꪡꪴ꫁ꪀ ꪡ꪿ꪱꪫ,False
phục phào,ꪡꪴ꫁ꪀ ꪡꪲ꪿,False
phục phào,ꪡꪴ꫁ꪀ ꪭ꫁ꪺꪥ,True
"lấm tấm, nhè nhẹ",ꪠꪴꪥ ꪠꪴꪥ,False
"lấm tấm, nhè chèo",ꪠꪴꪥ ꪠꪴꪥ,True
"lấm tấm, trí, nhẹ",ꪠꪴꪥ ꪠꪴꪥ,True
thối,ꪡꪴ꫁ꪥ,False
"buộc, trói",ꪠꪴꪀ,False
trói ké,ꪠꪴꪀ ꪄꪰꪒ ꪵꪄ꫁,False
trói ké,ꪠꪴꪀ ꪄꪰꪒ ꪤ꪿ꪽ,True
buộc chỉ cổ tay,ꪠꪴꪀ ꪵꪄꪙ,False
buộc rối cổ tay,ꪠꪴꪀ ꪵꪄꪙ,True
trói tôm,ꪠꪴꪀ ꪄꪲꪙ ꪜ꫁ꪮꪣ,False
trói tôm,ꪠꪴꪀ ꪄꪲꪙ ꪅꪺ,True
buộc quai dọ,ꪠꪴꪀ ꪄꪮꪒ ꪭꪴꪒ,False
buộc quai dọ,ꪔꪸꪀ ꪄꪮꪒ ꪭꪴꪒ,True
buộc bịn,ꪠꪴꪀ ꪣꪰꪒ,False
trói buộc,ꪠꪴꪀ ꪣꪰꪒ,False
trói gô,ꪠꪴꪀ ꪘ꪿ꪮꪉ ꪙ꫁ꪮꪀ,False
trói gô,ꪙꪾ ꪘ꪿ꪮꪉ ꪙ꫁ꪮꪀ,True
chiếu,ꪡꪴꪀ,False
nằm,ꪡꪴꪣ,False
đầm,ꪡꪴꪣ,False
ẹp,ꪡꪴꪣ ꪹꪮꪸꪢꪚ,False
lễ cầu xin,ꪠꪴ꪿ꪙ,False
lễ cầu xin,ꪊꪳꪉ,True
lều bều,ꪠꪴ꪿ꪙ ꪠ꪿ꪱꪙ,False
chủi bều,ꪠꪴ꪿ꪙ ꪠ꪿ꪱꪙ,True
oán hờn,ꪡꪴꪙ,False
hờn dỗi,ꪡꪴꪙ ꪋꪸꪒ,False
hờn dỗi,ꪡꪴꪙ ꪵꪊꪀ,True
giận dỗi,ꪡꪴꪙ ꪼꪐ,False
giận dỗi,ꪡꪴꪙ ꪹꪬꪷ꪿ꪉ,True
"thung, dỗi",ꪄꪴꪒ ꪼꪐ,True
"thiên cung, trời xanh",ꪡꪴꪙ ꪹꪘ,False
"dạn cung, trời xanh",ꪹꪨ꫁ ꪹꪘ,True
"mơ, mai",ꪠꪴꪉ,False
phong,ꪠꪴꪉ,False
vá,ꪠꪴꪉ,False
khỏa,ꪠꪴꪉ,True
"chúng ta, chúng mình",ꪠꪴꪉ ꪹꪭꪱ,False
mạng,ꪠꪴꪉ ꪼꪢ,False
"bí,",ꪠꪴꪉ ꪼꪢ,True
phường bạn,ꪠꪴꪉ ꪹꪡꪉ,False
phường bạn,ꪵꪤꪚ ꪹꪡꪉ,True
"phong bì, phong thư",ꪠꪴꪉ ꪎꪳ,False
"phong giỏ phong dượng,",ꪠꪴꪉ ꪎꪳ,True
"phong bì, phong đỏm,",ꪠꪴꪉ ꪎꪳ,True
"bắn, túa",ꪡꪴ꫁ꪉ,False
vã,ꪡꪴ꫁ꪉ,False
bắn tung tóe,ꪡꪴ꫁ꪉ ꪊ꪿ꪱꪙ ꪊ꪿ꪱꪙ,False
xửa tung tóe,ꪡꪴ꫁ꪉ ꪊ꪿ꪱꪙ ꪊ꪿ꪱꪙ,True
bắn tung vảy,ꪡꪴ꫁ꪉ ꪊ꪿ꪱꪙ ꪊ꪿ꪱꪙ,True
"nháo nhác, táo tác, xáo xác",ꪡꪴ꫁ꪉ ꪡꪲ,False
"nháo nhác, táo tác, xáo bao",ꪡꪴ꫁ꪉ ꪡꪲ,True
"nháo nhác, chửng tác, xáo xác",ꪡꪴ꫁ꪉ ꪡꪲ,True
tung tóe,ꪠꪴꪉ ꪡꪺꪀ,False
"tung giống,",ꪠꪴꪉ ꪡꪺꪀ,True
tan tác,ꪠꪴꪉ ꪡꪺꪀ,False
tan tác,ꪮꪲꪒ ꪡꪺꪀ,True
ục,ꪡꪺꪀ,False
bì bõm,ꪡꪺꪀ ꪡꪺꪀ,False
bì bõm,ꪡꪺꪀ ꪹꪮ,True
phì phò,ꪡꪳ꪿ ꪡꪳ꪿,False
"vập, phò",ꪡꪳ꪿ ꪡꪳ꪿,True
tết,ꪹꪠ,False
quấn,ꪹꪠ,False
dứa,ꪹꪠ,True
"bá, khoác",ꪹꪠ,False
quấn quýt,ꪹꪠ ꪠ꫁ꪽ,False
"quấn lều,",ꪹꪠ ꪠ꫁ꪽ,True
"dôi, dư",ꪹꪠ꪿,False
tràn,ꪹꪠ꪿,False
tràn,ꪵꪚ꪿ꪙ,True
"váng, màng",ꪹꪠ꫁,False
"váng, trí,",ꪹꪠ꫁,True
"dìu, vực",ꪹꪡ,False
khổ,ꪡꪳꪣ,False
"tấm, manh, cái, chiếc",ꪠꪳꪙ,False
"khúc manh, cái, chiếc",ꪠꪳꪙ,True
"lát, nhát",ꪠꪳ꪿ꪙ,False
sử nhát,ꪠꪳ꪿ꪙ,True
xắt,ꪠꪳ꪿ꪙ,False
"lật, đảo, trang",ꪡꪳ꫁ꪙ,False
"lật, gái, trang",ꪡꪳ꫁ꪙ,True
"đổi, trở",ꪡꪳ꫁ꪙ,False
ké trở,ꪶꪔ꫁ꪉ,True
"ầm, nhao, inh",ꪡꪳ꫁ꪙ,False
tuất lịa inh,ꪡꪳ꫁ꪙ,True
"nháo, nháo nhác",ꪡꪳ꫁ꪙ,False
"lừng, lựng, sực",ꪡꪳ꫁ꪙ,False
"lừng, khảnh, sực",ꪡꪳ꫁ꪙ,True
"um, nồng nặc",ꪡꪳ꫁ꪙ,False
"um, nồng phụng",ꪡꪳ꫁ꪙ,True
trở mình,ꪡꪳ꫁ꪙ ꪁꪲꪉ,False
trở chằn,ꪡꪳ꫁ꪙ ꪁꪲꪉ,True
"phủ, mình",ꪡꪳ꫁ꪙ ꪁꪲꪉ,True
inh ỏi,ꪡꪳ꫁ꪙ ꪡꪱꪀ,False
cập rỏi,ꪹꪔꪷ ꪡꪱꪀ,True
kinh động,ꪡꪳ꫁ꪙ ꪡꪱꪀ,False
lật lọng,ꪡꪳ꫁ꪙ ꪡꪱꪀ,False
lật sạn,ꪵꪅꪙ꪿ꪉ ꪡꪱꪀ,True
"hiên, hè",ꪹꪡꪥ,False
khoai sọ,ꪹꪠꪀ,False
tới sọ,ꪹꪠꪀ,True
hoa màu,ꪹꪠꪀ ꪣꪽ,False
hoa sẩn,ꪹꪠꪀ ꪣꪽ,True
"rung động, lay",ꪹꪡꪙ,False
"rung động, thách",ꪹꪡꪙ,True
xoay chuyển,ꪹꪡꪙ,False
"đung đưa, rung rinh",ꪹꪡꪙ ꪘꪳꪉ,False
"trộm đưa, rung rinh",ꪹꪡꪙ ꪘꪳꪉ,True
lay động,ꪹꪡꪉ ꪼꪪ,False
eo ôi,ꪹꪡ꫁ꪙ ꪹꪯꪷꪥ,False
eo ôi,ꪹꪡ꫁ꪙ ꪶꪋ꫁ꪉ,True
kiến ngộn,ꪹꪡ꫁ꪙ ꪹꪯꪷꪥ,True
phương,ꪹꪠꪉ,False
khế,ꪹꪡꪉ,False
"rơm, rạ",ꪹꪡꪉ,False
"nửa, phần",ꪹꪡ꫁ꪉ,False
tràn trào,ꪹꪡꪒ,False
"lắm tiếng,",ꪹꪡꪒ,True
"lô xô, sóng sánh, sánh",ꪹꪡꪒ,False
"lô nhừ, sóng sánh, sánh",ꪹꪡꪒ,True
bết,ꪠꪳꪒ,False
rít,ꪠꪳꪒ,False
rít,ꪹꪑ꫁,True
"để,",ꪠꪳꪒ,True
bật,ꪡꪳꪒ,False
"vỏng, ngỏng",ꪡꪳꪒ,False
"vỏng, lục",ꪡꪳꪒ,True
ngấm ngoảy,ꪡꪳꪒ ꪡꪳꪒ,False
ngấm ngoảy,ꪔꪲ꪿ꪀ ꪡꪳꪒ,True
chó,ꪢꪱ,False
chó sẵn,ꪢꪺ ꪬ꪿ꪺ,False
chó phật,ꪢꪺ ꪬ꪿ꪺ,True
chó trề,ꪢꪺ ꪬ꪿ꪺ,True
chó cái tơ,ꪢꪱ ꪶꪩꪉ,False
chó sói,ꪢꪱ ꪼꪙ,False
chó sói,ꪮꪨꪴꪒ ꪼꪙ,True
chó xồm,ꪢꪱ ꪐꪴꪥ,False
"chờ, xồm",ꪢꪱ ꪐꪴꪥ,True
chó xồm,ꪢꪱ ꪔꪰꪀ,True
"chó đẻ, chó má",ꪢꪱ ꪹꪜꪸꪙ,False
mật thám,ꪢꪱ ꪖ꪿ꪱꪣ,False
mật tàm,ꪢꪱ ꪖ꪿ꪱꪣ,True
chó đực,ꪢꪱ ꪹꪖꪷ꪿ꪀ,False
chó đực,ꪮ꫁ꪺ ꪹꪖꪷ꪿ꪀ,True
"dềnh, dâng cao",ꪢ꫁ꪱ,False
"lãi, lời",ꪢ꫁ꪱ,False
kẹo lời,ꪢ꫁ꪱ,True
ngái lời,ꪢ꫁ꪱ,True
phát,ꪢ꫁ꪱ ꪠꪱꪒ,False
phát đạt,ꪢ꫁ꪱ ꪄꪳ꫁ꪙ,False
súng đạn,ꪢ꫁ꪱ ꪶꪮ꪿ꪉ,False
lợt đạn,ꪢ꫁ꪱ ꪶꪮ꪿ꪉ,True
phát triển,ꪜ꫁ꪱ ꪵꪝ꪿,False
đáp số,ꪢ꫁ꪱ ꪔꪮꪚ,False
chờn số,ꪢ꫁ꪱ ꪔꪮꪚ,True
đáp số,ꪵꪮꪚ ꪔꪮꪚ,True
về,ꪣꪱ,False
đến,ꪣꪱ,False
lại,ꪣꪱ,False
"múa,",ꪣꪱ,True
về,ꪣꪱ,False
trở lại,ꪣꪱ ꪁꪮꪚ,False
trở tính,ꪣꪱ ꪁꪮꪚ,True
dâu về nhà chồng,ꪣꪱ ꪶꪔ꪿ꪀ ꪹꪭꪙ,False
dâu về nhà chồng,ꪣꪱ ꪶꪔ꪿ꪀ ꪮꪳ꪿ꪉ,True
dâu về nhà chồng,ꪣꪱ ꪨꪱ ꪹꪭꪙ,True
ngựa,ꪣ꫁ꪱ,False
"lựng,",ꪣ꫁ꪱ,True
giống ngựa nhỏ,ꪣ꫁ꪱ ꪵꪊ꫁,False
"giống ton, nhỏ",ꪏ꪿ꪱꪣ ꪵꪊ꫁,True
"cân, ngựa nhỏ",ꪣ꫁ꪱ ꪵꪊ꫁,True
ngựa gỗ đặt trên cây mồ,ꪣ꫁ꪱ ꪀꪳ,False
khớ gỗ đặt trên cây mồ,ꪣ꫁ꪱ ꪀꪳ,True
con la,ꪣ꫁ꪱ ꪨꪷ꫁,False
con la,ꪣ꫁ꪱ ꪎꪈꪫꪱꪥ,True
ngựa mường,ꪣ꫁ꪱ ꪹꪣꪉ,False
gái giang hồ,ꪣ꫁ꪱ ꪹꪣꪉ,False
hãm giang hồ,ꪣ꫁ꪱ ꪹꪣꪉ,True
ngựa cái tơ,ꪣ꫁ꪱ ꪎꪳ꪿,False
ngựa vặn tơ,ꪣ꫁ꪱ ꪎꪳ꪿,True
ngựa cái lạch,ꪣ꫁ꪱ ꪎꪳ꪿,True
mạch,ꪵꪣ꫁ꪀ,False
mạch máu,ꪵꪣ꫁ꪀ ꪹꪩꪒ,False
dấu,ꪢꪱꪥ,False
đánh dấu,ꪢꪱꪥ,False
đánh dấu,ꪜꪴꪚ,True
hăm,ꪢꪱꪥ,False
dấu thanh điệu,ꪢꪱꪥ ꪎꪸꪉ,False
hơi hướng,ꪢ꪿ꪱꪥ,False
hơi uốk:,ꪢ꪿ꪱꪥ,True
"nào, đi, đi nào",ꪢ꪿ꪱꪥ,False
"nào, nhát, đi nào",ꪢ꪿ꪱꪥ,True
"nào, phía, đi nào",ꪢ꪿ꪱꪥ,True
góa,ꪢ꫁ꪱꪥ,False
"biển,",ꪢ꫁ꪱꪥ,True
góa bụa,ꪢ꫁ꪱꪥ ꪹꪢꪉ,False
góa bụa,ꪢ꫁ꪱꪥ ꪑꪴꪙ,True
gái góa trẻ,ꪢ꫁ꪱꪥ ꪔꪱ ꪵꪒꪉ,False
gái góa trẻ,ꪢ꫁ꪱꪥ ꪬꪸ꫁ꪣ ꪖꪮꪉ,True
"sổ, tuột",ꪣꪱꪥ,False
"giòn, tuột",ꪣꪱꪥ,True
"lại sức, lại người",ꪣꪱꪥ ꪁꪲꪉ,False
"ôn sức, lại người",ꪥ꫁ꪮꪀ ꪁꪲꪉ,True
"quả, trái",ꪢꪱꪀ,False
tê trái,ꪢꪱꪀ,True
"quả, xăng,",ꪢꪱꪀ,True
củ,ꪢꪱꪀ,False
củ,ꪑꪾ꫁,True
củ nâu,ꪢꪱꪀ ꪹꪚꪱ,False
đẫm nâu,ꪢꪱꪀ ꪹꪚꪱ,True
củ nâu,ꪢꪱꪀ ꪶꪩ꪿ꪉ,True
quả trám đen,ꪢꪱꪀ ꪼꪚ,False
tuyến trám đen,ꪢꪱꪀ ꪼꪚ,True
quả mướp,ꪢꪱꪀ ꪚꪺꪚ,False
bảng mướp,ꪢꪱꪀ ꪚꪺꪚ,True
quả thờ,ꪶꪏꪩꪚ ꪚꪺꪚ,True
quả đào,ꪢꪱꪀ ꪁꪱꪥ,False
bắp chân,ꪢꪱꪀ ꪵꪁ꪿ꪉ,False
quả trám trắng,ꪢꪱꪀ ꪹꪀ꫁ꪣ,False
quả trám trắng,ꪢꪱꪀ ꪶꪀ꪿,True
quả toi trắng,ꪢꪱꪀ ꪹꪀ꫁ꪣ,True
quả trẩu,ꪢꪱꪀ ꪹꪀꪱ꪿,False
quả phiện,ꪢꪱꪀ ꪹꪀꪱ꪿,True
quả nê,ꪢꪱꪀ ꪀ꪿ꪽ ꪶꪗꪩꪒ,False
quả nê,ꪁꪳꪚ ꪀ꪿ꪽ ꪶꪗꪩꪒ,True
hạch,ꪢꪱꪀ ꪀꪒꪽ,False
xét,ꪢꪱꪀ ꪀꪒꪽ,True
hạch,ꪢꪱꪀ ꪁꪩ꪿ꪽ ꪁꪩꪷ꪿,False
hạch,ꪢꪱꪀ ꪅꪱꪙ ꪁꪩꪷ꪿,True
xúc xắc,ꪢꪱꪀ ꪵꪋꪙ,False
hạt giẻ,ꪢꪱꪀ ꪀꪷ꪿,False
quả táo,ꪢꪱꪀ ꪶꪁ꪿ꪉ,False
quả sấu,ꪢꪱꪀ ꪀꪴ꫁,False
máng sấu,ꪢꪱꪀ ꪀꪴ꫁,True
quả chuối,ꪢꪱꪀ ꪀ꫁ꪺꪥ,False
quả chuối,ꪤꪸꪫ ꪀ꫁ꪺꪥ,True
quả chanh,ꪢꪱꪀ ꪤꪳ꫁ꪙ,False
quả chanh,ꪶꪡ꪿ ꪤꪳ꫁ꪙ,True
sởi,ꪢꪱꪀ ꪵꪒꪉ,False
lăm,ꪢꪱꪀ ꪒꪾ,False
lăm,ꪭꪳ꪿ꪉ ꪒꪾ,True
quả sung,ꪢꪱꪀ ꪹꪒ꪿,False
thảo quả,ꪢꪱꪀ ꪹꪬꪱ꪿,False
thảo quả,ꪀꪲ꪿ ꪹꪬꪱ꪿,True
quả giổi,ꪢꪱꪀ ꪭꪾ,False
"kếch, giổi",ꪢꪱꪀ ꪭꪾ,True
"rôm, sảy",ꪢꪱꪀ ꪵꪭ ꪵꪒꪒ,False
củ ấu,ꪢꪱꪀ ꪵꪬ꫁ꪫ,False
củ nòng,ꪢꪱꪀ ꪵꪬ꫁ꪫ,True
"khù, ấu",ꪢꪱꪀ ꪵꪬ꫁ꪫ,True
nhạc ngựa,ꪢꪱꪀ ꪬꪲ꪿ꪉ,False
khuy,ꪢꪱꪀ ꪬꪷ꫁,False
"quả lặc lè, mướp mán",ꪢꪱꪀ ꪬ꪿ꪮꪥ,False
quả đu đủ,ꪢꪱꪀ ꪶꪬ꪿ꪉ,False
quả chõng đủ,ꪢꪱꪀ ꪶꪬ꪿ꪉ,True
hạt cơm,ꪢꪱꪀ ꪬꪴꪒ,False
cúc,ꪢꪱꪀ ꪵꪀꪒ,False
bắp đùi,ꪢꪱꪀ ꪄꪱ,False
bắp đùi,ꪢꪱꪀ ꪵꪜꪫ,True
quả me,ꪢꪱꪀ ꪄꪱꪣ,False
quả me tròn,ꪢꪱꪀ ꪄꪱꪣ ꪜ꫁ꪮꪣ,False
quả muông tròn,ꪢꪱꪀ ꪄꪱꪣ ꪜ꫁ꪮꪣ,True
quả me tròn,ꪢꪱꪀ ꪈ꪿ꪱ ꪜ꫁ꪮꪣ,True
quả gấc,ꪢꪱꪀ ꪹꪄꪱ꫁,False
quả gấc,ꪢꪱꪀ ꪹꪎ꫁,True
bắp tay,ꪢꪱꪀ ꪵꪄꪙ,False
mắc khén,ꪢꪱꪀ ꪵꪄ꪿ꪙ,False
bông vụ,ꪢꪱꪀ ꪶꪄꪨ꪿ꪀ,False
quả cà,ꪢꪱꪀ ꪹꪄ,False
quả cam,ꪢꪱꪀ ꪀꪸ꫁ꪉ,False
quả cam,ꪹꪤꪷ꪿ꪀ ꪀꪸ꫁ꪉ,True
quả lựu,ꪢꪱꪀ ꪩꪱ,False
"quả lem,",ꪢꪱꪀ ꪩꪱ,True
quả cau,ꪢꪱꪀ ꪩꪱꪉ,False
quả màn,ꪢꪱꪀ ꪬꪳꪀ,True
"lắc, cau",ꪹꪖꪷꪨꪀ ꪩꪱꪉ,True
quà cau dừa,ꪢꪱꪀ ꪩꪱꪉ ꪜꪱꪫ,False
"quà trống, dừa",ꪢꪱꪀ ꪩꪱꪉ ꫜ,True
quả bàm bàm,ꪢꪱꪀ ꪵꪩ꫁,False
quả toạng bàm,ꪢꪱꪀ ꪵꪩ꫁,True
quả vầu giăm,ꪢꪱꪀ ꪵꪩ꫁,True
xương bánh chè,ꪢꪱꪀ ꪵꪩ꫁ ꪬꪺ ꪹꪄꪱ꪿,False
niêu bánh chè,ꪮꪴꪀ ꪵꪩ꫁ ꪬꪺ ꪹꪄꪱ꪿,True
quả chanh,ꪢꪱꪀ ꪩꪲꪫ,False
quả nhót,ꪢꪱꪀ ꪨꪮꪒ,False
hoan nhót,ꪢꪱꪀ ꪨꪮꪒ,True
quả bứa,ꪢꪱꪀ ꪩꪴ꫁,False
bếp bứa,ꪢꪱꪀ ꪩꪴ꫁,True
đậu mùa,ꪢꪱꪀ ꪨꪺꪉ,False
ử mùa,ꪢꪱꪀ ꪨꪺꪉ,True
hạt cườm,ꪢꪱꪀ ꪹꪨꪥ,False
"quyển, cườm",ꪢꪱꪀ ꪹꪨꪥ,True
súng cườm,ꪢꪱꪀ ꪹꪨꪥ,True
cà chua,ꪢꪱꪀ ꪢ꪿ꪱꪙ,False
cà loảng,ꪢꪱꪀ ꪢ꪿ꪱꪙ,True
dị dứng,ꪢꪱꪀ ꪢ꪿ꪱꪙ,False
hoa quả,ꪢꪱꪀ ꪵꪣꪉ,False
hoa nón,ꪢꪱꪀ ꪵꪣꪉ,True
hạt tiêu rừng,ꪢꪱꪀ ꪣꪱꪒ,False
"quành, tiêu rừng",ꪎꪷ ꪣꪱꪒ,True
tê,ꪢꪱꪀ ꪣꪱꪒ,False
tê,ꪢꪱꪀ ꪹꪨꪱ,True
quả mận,ꪢꪱꪀ ꪣ꫁ꪽ,False
quả mù,ꪢꪱꪀ ꪣ꫁ꪽ,True
quả mít,ꪢꪱꪀ ꪣꪲ꫁,False
mùa màng,ꪢꪱꪀ ꪣꪺ,False
mùa mạnh,ꪢꪱꪀ ꪣꪺ,True
lợp màng,ꪢꪱꪀ ꪣꪺ,True
quả muỗm,ꪢꪱꪀ ꪊꪱꪥ,False
bịa muỗm,ꪢꪱꪀ ꪊꪱꪥ,True
quả xoài,ꪢꪱꪀ ꪣ꪿ꪺꪉ,False
quả san nhân,ꪢꪱꪀ ꪵꪘ꫁ꪉ,False
"quả nhốc khối,",ꪚꪬꪷ ꪵꪘ꫁ꪉ,True
quả lũng nhân,ꪢꪱꪀ ꪵꪘ꫁ꪉ,True
gai gốc,ꪢꪱꪀ ꪘꪱꪫ,False
gai lãi,ꪢꪱꪀ ꪘꪱꪫ,True
quả chấp,ꪢꪱꪀ ꪙꪱꪫ,False
đoạn chấp,ꪢꪱꪀ ꪙꪱꪫ,True
vừng,ꪢꪱꪀ ꪉꪱ,False
quả quýt,ꪢꪱꪀ ꪵꪉ,False
quả thằn,ꪢꪱꪀ ꪵꪠ꪿ꪙ,True
quả vả,ꪢꪱꪀ ꪉ꪿ꪫꪱ,False
nhục vả,ꪢꪱꪀ ꪉ꪿ꪫꪱ,True
"quả cục,",ꪢꪱꪀ ꪉ꪿ꪫꪱ,True
hạch cỏ,ꪢꪱꪀ ꪐ꫁ꪱ,False
cà chua loại bé,ꪢꪱꪀ ꪑꪴꪉ,False
"bám khuâng, loại bé",ꪢꪱꪀ ꪑꪴꪉ,True
hoa quả,ꪢꪱꪀ ꪘ꪿ꪺꪥ,False
hoa quả,ꪨꪱꪙ ꪘ꪿ꪺꪥ,True
hoa quả,ꪹꪔꪸ꫁ꪉ ꪼꪜ꫁,True
quả dừa,ꪢꪱꪀ ꪝ꫁ꪱꪫ,False
ít dừa,ꪢꪱꪀ ꪝ꫁ꪱꪫ,True
của bớn,ꪢꪱꪀ ꪹꪜꪱ꫁,False
của bớn,ꪵꪜ꫁ꪙ ꪹꪜꪱ꫁,True
hạt cườm,ꪢꪱꪀ ꪜꪰꪒ,False
"cố, cườm",ꪢꪱꪀ ꪜꪰꪒ,True
cúc bướm,ꪢꪱꪀ ꪵꪜ꪿ꪣ,False
cúc bướm,ꪶꪅꪉ ꪵꪜ꪿ꪣ,True
quả giâu gia,ꪢꪱꪀ ꪼꪡ,False
bí xanh,ꪢꪱꪀ ꪡꪰꪀ,False
ợ xanh,ꪢꪱꪀ ꪡꪰꪀ,True
bí cùng,ꪢꪱꪀ ꪡꪰꪀ,True
quả mơ,ꪢꪱꪀ ꪠꪴꪉ,False
khoai sọ,ꪢꪱꪀ ꪹꪠꪀ,False
bắp chuối,ꪢꪱꪀ ꪜꪲ,False
"bắp vả,",ꪢꪱꪀ ꪼꪪ꫁,True
thò lò,ꪢꪱꪀ ꪜꪲ꪿ꪙ,False
thò lò,ꪋ꫁ꪺꪀ ꪜꪲ꪿ꪙ,True
hạt tiêu,ꪢꪱꪀ ꪝꪲꪒ,False
"xác, tiêu",ꪢꪱꪀ ꪝꪲꪒ,True
quả bưởi,ꪢꪱꪀ ꪝꪴ꫁ꪀ,False
quả dưa,ꪢꪱꪀ ꪵꪔꪉ,False
quả mua,ꪢꪱꪀ ꪵꪔꪀ,False
quả mua,ꪄꪾ꫁ ꪵꪔꪀ,True
quả đen,ꪢꪱꪀ ꪵꪔꪙ,False
rạn đen,ꪢꪱꪀ ꪵꪔꪙ,True
đạn ghém,ꪢꪱꪀ ꪵꪗ꫁,False
"giày, ghém",ꪢꪱꪀ ꪵꪗ꫁,True
"rỉ, ghém",ꪢꪱꪀ ꪖꪲ꫁ꪣ,True
"đậu, đỗ",ꪢꪱꪀ ꪖ꪿ꪺ,False
lục lạc,ꪢꪱꪀ ꪔꪲ꪿ꪉ,False
chuông,ꪢꪱꪀ ꪔꪲ꪿ꪉ,False
hoa chuối,ꪢꪱꪀ ꪔꪮꪉ,False
hoa nhá,ꪢꪱꪀ ꪔꪮꪉ,True
quả ổi,ꪢꪱꪀ ꪮ꫁ꪺꪥ,False
quả ớt,ꪢꪱꪀ ꪹꪮꪒ,False
lõm ớt,ꪢꪱꪀ ꪉꪱꪚ,True
quả dướng,ꪢꪱꪀ ꪎꪱ,False
"quả sông,",ꪢꪱꪀ ꪎꪱ,True
quả sổ,ꪢꪱꪀ ꪎ꫁ꪱꪙ,False
víu sổ,ꪢꪱꪀ ꪎ꫁ꪱꪙ,True
quả sổ,ꪹꪝꪷ꪿ꪉ ꪎ꫁ꪱꪙ,True
"thận, quả cật, bầu dục",ꪢꪱꪀ ꪼꪎ꪿ ꪨꪰꪉ,False
"rậm quả cật, bầu dục",ꪢꪱꪀ ꪊꪮꪉ ꪨꪰꪉ,True
trứng cá,ꪢꪱꪀ ꪎꪲꪫ,False
"con, cái, thanh",ꪣꪱꪀ,False
"con, cái, xướng",ꪣꪱꪀ,True
chắc,ꪣꪱꪀ,False
lưng lửng,ꪣꪱꪀ ꪀꪱꪉ,False
lưng lửng,ꪣꪱꪀ ꪣꪴꪚ,True
phàm,ꪢ꫁ꪱꪣ,False
tham lam,ꪢ꫁ꪱꪣ ꪬꪴꪚ,False
tham lam,ꪢ꫁ꪱꪣ ꪶꪀ꫁ꪙ,True
nhá,ꪣ꪿ꪱꪣ,False
mớm,ꪣ꪿ꪱꪣ,False
mớm,ꪵꪐꪣ,True
"nhay, nghiến",ꪣ꪿ꪱꪣ,False
châm nghiến,ꪣ꪿ꪱꪣ,True
ong nghiến,ꪣ꪿ꪱꪣ,True
lá lách,ꪣ꫁ꪱꪣ,False
lá lách,ꪼꪕ,True
"hên, sát",ꪢꪱꪙ,False
giẫy sát,ꪢꪱꪙ,True
gỡ,ꪢ꪿ꪱꪙ,False
"xiên, xóc",ꪢ꫁ꪱꪙ,False
"xá, hôi,",ꪢ꫁ꪱꪙ,True
mãn hạn,ꪢ꫁ꪱꪙ,False
mãn hạn,ꪹꪩ,True
"trâm, thoa",ꪢ꫁ꪱꪙ ꪹꪀꪱ꫁,False
"trâm, dướng",ꪢ꫁ꪱꪙ ꪹꪀꪱ꫁,True
xóc,ꪢ꫁ꪱꪙ ꪉꪮꪥ,False
nhiêu,ꪢ꫁ꪱꪙ ꪕꪴꪒ,True
xóc,ꪢ꫁ꪱꪙ ꪥ꪿ꪮꪣ,True
chả nướng,ꪢ꫁ꪱꪙ ꪎꪮꪒ,False
xóc thịt để nướng,ꪢ꫁ꪱꪙ ꪎꪮꪒ,False
rá thịt để nướng,ꪢ꫁ꪱꪙ ꪎꪮꪒ,True
đòng,ꪣꪱꪙ,False
bắp,ꪣꪱꪙ,False
nhắp,ꪣꪱꪙ,True
gườm,ꪣꪱꪙ,True
bông non trong bẹ cỏ cây,ꪣꪱꪙ,False
bông đần trong bẹ cỏ cây,ꪖ꫁ꪺ,True
"chửa, mang",ꪣꪱꪙ,False
"xoạc, mang",ꪣꪱꪙ,True
nõn sẹ,ꪣꪱꪙ ꪁ꪿ꪱ,False
có mang,ꪣꪱꪙ ꪩꪴꪀ,False
có mang,ꪣꪱꪙ ꪹꪣꪱ꫁,True
có ngôi,ꪣꪱꪙ ꪩꪴꪀ,True
bụng nổi khối u bên trong,ꪣꪱꪙ ꪹꪉꪀ,False
bụng nổi hòng u bên oắt,ꪣꪱꪙ ꪹꪉꪀ,True
chửa trâu,ꪣꪱꪙ ꪁꪫꪱꪥ,False
xổm trâu,ꪣꪱꪙ ꪁꪫꪱꪥ,True
"chửa hoang, hoang thai",ꪣꪱꪙ ꪕꪱꪉ,False
"chửa ngập lưu tỉ,",ꪣꪱꪙ ꪘꪸꪉ,True
chửa,ꪣꪱꪙ ꪼꪎ꪿,False
chửa,ꪣꪱꪙ ꪭꪮꪒ,True
tái,ꪣ꫁ꪱꪙ,False
"dân,",ꪣ꫁ꪱꪙ,True
"tái nhợt, tái mét, tái ngắt",ꪣ꫁ꪱꪙ ꪊꪰꪀ,False
"tái nhợt, tái mét, tái riệt",ꪣ꫁ꪱꪙ ꪊꪰꪀ,True
tái xanh,ꪣ꫁ꪱꪙ ꪶꪄꪨꪀ,False
